family,n,inst,p,ceiling,kind,sigma,rep,regret_raw,regret_norm
ER(0.25),12,8,3,0.925623,iid,0.8,2,0.383758,0.20524
ER(0.25),12,8,3,0.925623,iid,0.8,3,0.291507,0.155615
ER(0.25),12,8,3,0.925623,iid,0.8,4,0.320221,0.258987
ER(0.25),12,8,3,0.925623,iid,0.8,5,0.334358,0.090616
ER(0.25),12,9,1,0.747486,exact,0.0,0,0.041107,0.059062
ER(0.25),12,9,1,0.747486,samp10,0.0,1,0.053969,0.016969
ER(0.25),12,9,1,0.747486,iid,0.05,1,0.054248,0.042643
ER(0.25),12,9,1,0.747486,iid,0.05,2,0.184986,0.009581
ER(0.25),12,9,1,0.747486,iid,0.05,3,0.184986,0.015085
ER(0.25),12,9,1,0.747486,iid,0.05,4,0.074873,0.022257
ER(0.25),12,9,1,0.747486,iid,0.05,5,0.096224,0.035235
ER(0.25),12,9,1,0.747486,iid,0.1,1,0.112895,0.008978
ER(0.25),12,9,1,0.747486,iid,0.1,2,0.116137,0.004082
ER(0.25),12,9,1,0.747486,iid,0.1,3,0.184986,0.009581
ER(0.25),12,9,1,0.747486,iid,0.1,4,0.14984,0.004082
ER(0.25),12,9,1,0.747486,iid,0.1,5,0.213015,0.00591
ER(0.25),12,9,1,0.747486,iid,0.2,1,0.187969,0.028644
ER(0.25),12,9,1,0.747486,iid,0.2,2,0.186243,0.028644
ER(0.25),12,9,1,0.747486,iid,0.2,3,0.095364,0.017937
ER(0.25),12,9,1,0.747486,iid,0.2,4,0.200526,0.013283
ER(0.25),12,9,1,0.747486,iid,0.2,5,0.187969,0.004082
ER(0.25),12,9,1,0.747486,iid,0.4,1,0.160599,0.013234
ER(0.25),12,9,1,0.747486,iid,0.4,2,0.193856,0.028655
ER(0.25),12,9,1,0.747486,iid,0.4,3,0.173186,0.038346
ER(0.25),12,9,1,0.747486,iid,0.4,4,0.187107,0.045667
ER(0.25),12,9,1,0.747486,iid,0.4,5,0.184986,0.053819
ER(0.25),12,9,1,0.747486,iid,0.8,1,0.231005,0.084091
ER(0.25),12,9,1,0.747486,iid,0.8,2,0.184986,0.039694
ER(0.25),12,9,1,0.747486,iid,0.8,3,0.134699,0.069253
ER(0.25),12,9,1,0.747486,iid,0.8,4,0.184986,0.027251
ER(0.25),12,9,1,0.747486,iid,0.8,5,0.186567,0.156273
ER(0.25),12,9,3,0.87312,exact,0.0,0,0.11534,0.08981
ER(0.25),12,9,3,0.87312,samp10,0.0,1,0.130659,0.037118
ER(0.25),12,9,3,0.87312,iid,0.05,1,0.249862,0.074625
ER(0.25),12,9,3,0.87312,iid,0.05,2,0.309814,0.077062
ER(0.25),12,9,3,0.87312,iid,0.05,3,0.246659,0.108419
ER(0.25),12,9,3,0.87312,iid,0.05,4,0.29898,0.120592
ER(0.25),12,9,3,0.87312,iid,0.05,5,0.278371,0.062382
ER(0.25),12,9,3,0.87312,iid,0.1,1,0.309814,0.075007
ER(0.25),12,9,3,0.87312,iid,0.1,2,0.198207,0.091548
ER(0.25),12,9,3,0.87312,iid,0.1,3,0.159013,0.045244
ER(0.25),12,9,3,0.87312,iid,0.1,4,0.298361,0.063227
ER(0.25),12,9,3,0.87312,iid,0.1,5,0.325868,0.065562
ER(0.25),12,9,3,0.87312,iid,0.2,1,0.367299,0.076903
ER(0.25),12,9,3,0.87312,iid,0.2,2,0.294695,0.044218
ER(0.25),12,9,3,0.87312,iid,0.2,3,0.211972,0.109759
ER(0.25),12,9,3,0.87312,iid,0.2,4,0.311309,0.056338
ER(0.25),12,9,3,0.87312,iid,0.2,5,0.307917,0.131368
ER(0.25),12,9,3,0.87312,iid,0.4,1,0.286685,0.125528
ER(0.25),12,9,3,0.87312,iid,0.4,2,0.295015,0.064136
ER(0.25),12,9,3,0.87312,iid,0.4,3,0.338883,0.0772
ER(0.25),12,9,3,0.87312,iid,0.4,4,0.326444,0.069153
ER(0.25),12,9,3,0.87312,iid,0.4,5,0.311229,0.064136
ER(0.25),12,9,3,0.87312,iid,0.8,1,0.357276,0.238865
ER(0.25),12,9,3,0.87312,iid,0.8,2,0.334137,0.14401
ER(0.25),12,9,3,0.87312,iid,0.8,3,0.318676,0.121275
ER(0.25),12,9,3,0.87312,iid,0.8,4,0.267183,0.104828
ER(0.25),12,9,3,0.87312,iid,0.8,5,0.352214,0.054653
ER(0.25),12,10,1,0.75396,exact,0.0,0,0.024657,0.077555
ER(0.25),12,10,1,0.75396,samp10,0.0,1,0.011374,0.034243
ER(0.25),12,10,1,0.75396,iid,0.05,1,0.045655,0.0263
ER(0.25),12,10,1,0.75396,iid,0.05,2,0.20396,0.041809
ER(0.25),12,10,1,0.75396,iid,0.05,3,0.20396,0.0263
ER(0.25),12,10,1,0.75396,iid,0.05,4,0.07765,0.041542
ER(0.25),12,10,1,0.75396,iid,0.05,5,0.20396,0.01438
ER(0.25),12,10,1,0.75396,iid,0.1,1,0.093182,0.049588
ER(0.25),12,10,1,0.75396,iid,0.1,2,0.20396,0.019851
ER(0.25),12,10,1,0.75396,iid,0.1,3,0.20396,0.008941
ER(0.25),12,10,1,0.75396,iid,0.1,4,0.09524,0.006991
ER(0.25),12,10,1,0.75396,iid,0.1,5,0.20396,0.019851
ER(0.25),12,10,1,0.75396,iid,0.2,1,0.119319,0.004863
ER(0.25),12,10,1,0.75396,iid,0.2,2,0.214673,0.013713
ER(0.25),12,10,1,0.75396,iid,0.2,3,0.210258,0.023034
ER(0.25),12,10,1,0.75396,iid,0.2,4,0.215021,0.004863
ER(0.25),12,10,1,0.75396,iid,0.2,5,0.293741,0.047019
ER(0.25),12,10,1,0.75396,iid,0.4,1,0.20396,0.050503
ER(0.25),12,10,1,0.75396,iid,0.4,2,0.297207,0.066021
ER(0.25),12,10,1,0.75396,iid,0.4,3,0.235044,0.385601
ER(0.25),12,10,1,0.75396,iid,0.4,4,0.20396,0.029876
ER(0.25),12,10,1,0.75396,iid,0.4,5,0.20396,0.101458
ER(0.25),12,10,1,0.75396,iid,0.8,1,0.20396,0.104562
ER(0.25),12,10,1,0.75396,iid,0.8,2,0.201949,0.20396
ER(0.25),12,10,1,0.75396,iid,0.8,3,0.20396,0.184595
ER(0.25),12,10,1,0.75396,iid,0.8,4,0.213759,0.06718
ER(0.25),12,10,1,0.75396,iid,0.8,5,0.20017,0.145698
ER(0.25),12,10,3,0.896164,exact,0.0,0,0.100723,0.026356
ER(0.25),12,10,3,0.896164,samp10,0.0,1,0.100628,0.013364
ER(0.25),12,10,3,0.896164,iid,0.05,1,0.25331,0.013364
ER(0.25),12,10,3,0.896164,iid,0.05,2,0.268653,0.038635
ER(0.25),12,10,3,0.896164,iid,0.05,3,0.347932,0.044723
ER(0.25),12,10,3,0.896164,iid,0.05,4,0.347932,0.021988
ER(0.25),12,10,3,0.896164,iid,0.05,5,0.096159,0.049319
ER(0.25),12,10,3,0.896164,iid,0.1,1,0.247087,0.113252
ER(0.25),12,10,3,0.896164,iid,0.1,2,0.347932,0.047434
ER(0.25),12,10,3,0.896164,iid,0.1,3,0.344081,0.088972
ER(0.25),12,10,3,0.896164,iid,0.1,4,0.353987,0.037592
ER(0.25),12,10,3,0.896164,iid,0.1,5,0.347932,0.051261
ER(0.25),12,10,3,0.896164,iid,0.2,1,0.366371,0.026919
ER(0.25),12,10,3,0.896164,iid,0.2,2,0.38216,0.032751
ER(0.25),12,10,3,0.896164,iid,0.2,3,0.338288,0.161499
ER(0.25),12,10,3,0.896164,iid,0.2,4,0.304691,0.233394
ER(0.25),12,10,3,0.896164,iid,0.2,5,0.281251,0.352147
ER(0.25),12,10,3,0.896164,iid,0.4,1,0.338288,0.126688
ER(0.25),12,10,3,0.896164,iid,0.4,2,0.394391,0.067632
ER(0.25),12,10,3,0.896164,iid,0.4,3,0.375885,0.170833
ER(0.25),12,10,3,0.896164,iid,0.4,4,0.351413,0.095365
ER(0.25),12,10,3,0.896164,iid,0.4,5,0.338288,0.124659
ER(0.25),12,10,3,0.896164,iid,0.8,1,0.377272,0.130556
ER(0.25),12,10,3,0.896164,iid,0.8,2,0.375885,0.340795
ER(0.25),12,10,3,0.896164,iid,0.8,3,0.327359,0.144862
ER(0.25),12,10,3,0.896164,iid,0.8,4,0.347932,0.086346
ER(0.25),12,10,3,0.896164,iid,0.8,5,0.364711,0.165263
BA(k=2),12,1,1,0.755404,exact,0.0,0,0.027973,0.05317
BA(k=2),12,1,1,0.755404,samp10,0.0,1,0.016536,0.001429
BA(k=2),12,1,1,0.755404,iid,0.05,1,0.181133,0.037931
BA(k=2),12,1,1,0.755404,iid,0.05,2,0.167168,0.007768
BA(k=2),12,1,1,0.755404,iid,0.05,3,0.173732,0.014674
BA(k=2),12,1,1,0.755404,iid,0.05,4,0.167168,0.037931
BA(k=2),12,1,1,0.755404,iid,0.05,5,0.025816,0.019938
BA(k=2),12,1,1,0.755404,iid,0.1,1,0.116413,0.010048
BA(k=2),12,1,1,0.755404,iid,0.1,2,0.156649,0.006325
BA(k=2),12,1,1,0.755404,iid,0.1,3,0.167168,0.001429
BA(k=2),12,1,1,0.755404,iid,0.1,4,0.167168,0.017871
BA(k=2),12,1,1,0.755404,iid,0.1,5,0.158723,0.012417
BA(k=2),12,1,1,0.755404,iid,0.2,1,0.167168,0.009475
BA(k=2),12,1,1,0.755404,iid,0.2,2,0.226339,0.032612
BA(k=2),12,1,1,0.755404,iid,0.2,3,0.181133,0.043117
BA(k=2),12,1,1,0.755404,iid,0.2,4,0.208416,0.010809
BA(k=2),12,1,1,0.755404,iid,0.2,5,0.225714,2.7e-5
BA(k=2),12,1,1,0.755404,iid,0.4,1,0.199164,0.057925
BA(k=2),12,1,1,0.755404,iid,0.4,2,0.167168,0.021349
BA(k=2),12,1,1,0.755404,iid,0.4,3,0.183409,0.024991
BA(k=2),12,1,1,0.755404,iid,0.4,4,0.162217,0.0522
BA(k=2),12,1,1,0.755404,iid,0.4,5,0.16677,0.021374
BA(k=2),12,1,1,0.755404,iid,0.8,1,0.24411,0.085901
BA(k=2),12,1,1,0.755404,iid,0.8,2,0.165985,0.070317
BA(k=2),12,1,1,0.755404,iid,0.8,3,0.167168,0.081669
BA(k=2),12,1,1,0.755404,iid,0.8,4,0.276051,0.057925
BA(k=2),12,1,1,0.755404,iid,0.8,5,0.220743,0.021349
BA(k=2),12,1,3,0.868111,exact,0.0,0,0.094387,0.091319
BA(k=2),12,1,3,0.868111,samp10,0.0,1,0.04845,0.049716
BA(k=2),12,1,3,0.868111,iid,0.05,1,0.282086,0.093744
BA(k=2),12,1,3,0.868111,iid,0.05,2,0.118704,0.068539
BA(k=2),12,1,3,0.868111,iid,0.05,3,0.291865,0.05965
BA(k=2),12,1,3,0.868111,iid,0.05,4,0.182706,0.039497
BA(k=2),12,1,3,0.868111,iid,0.05,5,0.264568,0.080109
BA(k=2),12,1,3,0.868111,iid,0.1,1,0.229299,0.067752
BA(k=2),12,1,3,0.868111,iid,0.1,2,0.284421,0.055826
BA(k=2),12,1,3,0.868111,iid,0.1,3,0.28745,0.041982
BA(k=2),12,1,3,0.868111,iid,0.1,4,0.27168,0.085214
BA(k=2),12,1,3,0.868111,iid,0.1,5,0.257929,0.079024
BA(k=2),12,1,3,0.868111,iid,0.2,1,0.278768,0.033553
BA(k=2),12,1,3,0.868111,iid,0.2,2,0.33082,0.052094
BA(k=2),12,1,3,0.868111,iid,0.2,3,0.282086,0.0786
BA(k=2),12,1,3,0.868111,iid,0.2,4,0.340687,0.055343
BA(k=2),12,1,3,0.868111,iid,0.2,5,0.35144,0.033553
BA(k=2),12,1,3,0.868111,iid,0.4,1,0.266418,0.050373
BA(k=2),12,1,3,0.868111,iid,0.4,2,0.331187,0.074168
BA(k=2),12,1,3,0.868111,iid,0.4,3,0.274438,0.076494
BA(k=2),12,1,3,0.868111,iid,0.4,4,0.274438,0.107049
BA(k=2),12,1,3,0.868111,iid,0.4,5,0.33082,0.060591
BA(k=2),12,1,3,0.868111,iid,0.8,1,0.282086,0.311471
BA(k=2),12,1,3,0.868111,iid,0.8,2,0.363968,0.107589
BA(k=2),12,1,3,0.868111,iid,0.8,3,0.271339,0.119345
BA(k=2),12,1,3,0.868111,iid,0.8,4,0.312983,0.092124
BA(k=2),12,1,3,0.868111,iid,0.8,5,0.33082,0.058556
BA(k=2),12,2,1,0.852018,exact,0.0,0,0.028384,0.030279
BA(k=2),12,2,1,0.852018,samp10,0.0,1,0.025203,0.028796
BA(k=2),12,2,1,0.852018,iid,0.05,1,0.185352,0.007042
BA(k=2),12,2,1,0.852018,iid,0.05,2,0.185352,0.007042
BA(k=2),12,2,1,0.852018,iid,0.05,3,0.192716,0.018178
BA(k=2),12,2,1,0.852018,iid,0.05,4,0.184901,0.007117
BA(k=2),12,2,1,0.852018,iid,0.05,5,0.185352,0.012098
BA(k=2),12,2,1,0.852018,iid,0.1,1,0.133231,0.003209
BA(k=2),12,2,1,0.852018,iid,0.1,2,0.055547,0.003414
BA(k=2),12,2,1,0.852018,iid,0.1,3,0.185352,0.017713
BA(k=2),12,2,1,0.852018,iid,0.1,4,0.110072,0.003414
BA(k=2),12,2,1,0.852018,iid,0.1,5,0.180199,0.0
BA(k=2),12,2,1,0.852018,iid,0.2,1,0.237153,0.021233
BA(k=2),12,2,1,0.852018,iid,0.2,2,0.237827,0.028791
BA(k=2),12,2,1,0.852018,iid,0.2,3,0.219081,0.012951
BA(k=2),12,2,1,0.852018,iid,0.2,4,0.160484,0.04573
BA(k=2),12,2,1,0.852018,iid,0.2,5,0.185352,0.024396
BA(k=2),12,2,1,0.852018,iid,0.4,1,0.185352,0.149713
BA(k=2),12,2,1,0.852018,iid,0.4,2,0.255075,0.010648
BA(k=2),12,2,1,0.852018,iid,0.4,3,0.185352,0.066078
BA(k=2),12,2,1,0.852018,iid,0.4,4,0.233901,0.024396
BA(k=2),12,2,1,0.852018,iid,0.4,5,0.185352,0.01771
BA(k=2),12,2,1,0.852018,iid,0.8,1,0.185352,0.062957
BA(k=2),12,2,1,0.852018,iid,0.8,2,0.203167,0.046518
BA(k=2),12,2,1,0.852018,iid,0.8,3,0.185352,0.098387
BA(k=2),12,2,1,0.852018,iid,0.8,4,0.185352,0.063581
BA(k=2),12,2,1,0.852018,iid,0.8,5,0.185352,0.138745
BA(k=2),12,2,3,0.927055,exact,0.0,0,0.060904,0.010004
BA(k=2),12,2,3,0.927055,samp10,0.0,1,0.060886,0.003348
BA(k=2),12,2,3,0.927055,iid,0.05,1,0.263445,0.010004
BA(k=2),12,2,3,0.927055,iid,0.05,2,0.263032,0.025459
BA(k=2),12,2,3,0.927055,iid,0.05,3,0.263032,0.019879
BA(k=2),12,2,3,0.927055,iid,0.05,4,0.279775,0.022233
BA(k=2),12,2,3,0.927055,iid,0.05,5,0.253353,0.010004
BA(k=2),12,2,3,0.927055,iid,0.1,1,0.201274,0.016684
BA(k=2),12,2,3,0.927055,iid,0.1,2,0.112077,0.004984
BA(k=2),12,2,3,0.927055,iid,0.1,3,0.263032,0.035555
BA(k=2),12,2,3,0.927055,iid,0.1,4,0.263032,0.035152
BA(k=2),12,2,3,0.927055,iid,0.1,5,0.232926,0.016684
BA(k=2),12,2,3,0.927055,iid,0.2,1,0.393651,0.016239
BA(k=2),12,2,3,0.927055,iid,0.2,2,0.253911,0.022233
BA(k=2),12,2,3,0.927055,iid,0.2,3,0.165719,0.028744
BA(k=2),12,2,3,0.927055,iid,0.2,4,0.287416,0.062752
BA(k=2),12,2,3,0.927055,iid,0.2,5,0.274874,0.035555
BA(k=2),12,2,3,0.927055,iid,0.4,1,0.40948,0.0317
BA(k=2),12,2,3,0.927055,iid,0.4,2,0.355165,0.046297
BA(k=2),12,2,3,0.927055,iid,0.4,3,0.251091,0.062564
BA(k=2),12,2,3,0.927055,iid,0.4,4,0.27845,0.069895
BA(k=2),12,2,3,0.927055,iid,0.4,5,0.241755,0.138896
BA(k=2),12,2,3,0.927055,iid,0.8,1,0.393651,0.048105
BA(k=2),12,2,3,0.927055,iid,0.8,2,0.347204,0.127461
BA(k=2),12,2,3,0.927055,iid,0.8,3,0.359548,0.06349
BA(k=2),12,2,3,0.927055,iid,0.8,4,0.274126,0.039691
BA(k=2),12,2,3,0.927055,iid,0.8,5,0.349059,0.107239
BA(k=2),12,3,1,0.845851,exact,0.0,0,0.026094,0.044838
BA(k=2),12,3,1,0.845851,samp10,0.0,1,0.017009,0.002457
BA(k=2),12,3,1,0.845851,iid,0.05,1,0.14505,0.044062
BA(k=2),12,3,1,0.845851,iid,0.05,2,0.185253,0.023255
BA(k=2),12,3,1,0.845851,iid,0.05,3,0.182305,0.02423
BA(k=2),12,3,1,0.845851,iid,0.05,4,0.179184,0.02036
BA(k=2),12,3,1,0.845851,iid,0.05,5,0.14505,0.013863
BA(k=2),12,3,1,0.845851,iid,0.1,1,0.152901,0.027799
BA(k=2),12,3,1,0.845851,iid,0.1,2,0.179184,0.001756
BA(k=2),12,3,1,0.845851,iid,0.1,3,0.179184,0.005538
BA(k=2),12,3,1,0.845851,iid,0.1,4,0.219696,0.013863
BA(k=2),12,3,1,0.845851,iid,0.1,5,0.075507,0.010703
BA(k=2),12,3,1,0.845851,iid,0.2,1,0.15102,0.005288
BA(k=2),12,3,1,0.845851,iid,0.2,2,0.221546,0.010183
BA(k=2),12,3,1,0.845851,iid,0.2,3,0.180873,0.04025
BA(k=2),12,3,1,0.845851,iid,0.2,4,0.179184,0.058489
BA(k=2),12,3,1,0.845851,iid,0.2,5,0.179184,0.010183
BA(k=2),12,3,1,0.845851,iid,0.4,1,0.179184,0.03745
BA(k=2),12,3,1,0.845851,iid,0.4,2,0.206149,0.023824
BA(k=2),12,3,1,0.845851,iid,0.4,3,0.239406,0.033571
BA(k=2),12,3,1,0.845851,iid,0.4,4,0.189725,0.028421
BA(k=2),12,3,1,0.845851,iid,0.4,5,0.244643,0.037623
BA(k=2),12,3,1,0.845851,iid,0.8,1,0.221546,0.134592
BA(k=2),12,3,1,0.845851,iid,0.8,2,0.217886,0.062507
BA(k=2),12,3,1,0.845851,iid,0.8,3,0.177843,0.165802
BA(k=2),12,3,1,0.845851,iid,0.8,4,0.190487,0.179184
BA(k=2),12,3,1,0.845851,iid,0.8,5,0.212278,0.028421
BA(k=2),12,3,3,0.936066,exact,0.0,0,0.070134,0.032607
BA(k=2),12,3,3,0.936066,samp10,0.0,1,0.071968,0.026788
BA(k=2),12,3,3,0.936066,iid,0.05,1,0.253701,0.028464
BA(k=2),12,3,3,0.936066,iid,0.05,2,0.25245,0.019679
BA(k=2),12,3,3,0.936066,iid,0.05,3,0.272025,0.035492
BA(k=2),12,3,3,0.936066,iid,0.05,4,0.272025,0.025848
BA(k=2),12,3,3,0.936066,iid,0.05,5,0.223573,0.019041
BA(k=2),12,3,3,0.936066,iid,0.1,1,0.255965,0.034389
BA(k=2),12,3,3,0.936066,iid,0.1,2,0.260164,0.014021
BA(k=2),12,3,3,0.936066,iid,0.1,3,0.23301,0.025134
BA(k=2),12,3,3,0.936066,iid,0.1,4,0.257558,0.070413
BA(k=2),12,3,3,0.936066,iid,0.1,5,0.135739,0.028464
BA(k=2),12,3,3,0.936066,iid,0.2,1,0.252187,0.027256
BA(k=2),12,3,3,0.936066,iid,0.2,2,0.319446,0.03747
BA(k=2),12,3,3,0.936066,iid,0.2,3,0.287673,0.029942
BA(k=2),12,3,3,0.936066,iid,0.2,4,0.272025,0.050838
BA(k=2),12,3,3,0.936066,iid,0.2,5,0.260919,0.035785
BA(k=2),12,3,3,0.936066,iid,0.4,1,0.268485,0.070955
BA(k=2),12,3,3,0.936066,iid,0.4,2,0.274269,0.191997
BA(k=2),12,3,3,0.936066,iid,0.4,3,0.273492,0.076137
BA(k=2),12,3,3,0.936066,iid,0.4,4,0.263322,0.080108
BA(k=2),12,3,3,0.936066,iid,0.4,5,0.339815,0.07007
BA(k=2),12,3,3,0.936066,iid,0.8,1,0.288975,0.09843
BA(k=2),12,3,3,0.936066,iid,0.8,2,0.324771,0.054845
BA(k=2),12,3,3,0.936066,iid,0.8,3,0.335324,0.199461
BA(k=2),12,3,3,0.936066,iid,0.8,4,0.267396,0.120512
BA(k=2),12,3,3,0.936066,iid,0.8,5,0.293252,0.281537
BA(k=2),12,4,1,0.845212,exact,0.0,0,0.027094,0.063002
BA(k=2),12,4,1,0.845212,samp10,0.0,1,0.010995,0.035889
BA(k=2),12,4,1,0.845212,iid,0.05,1,0.178545,0.041289
BA(k=2),12,4,1,0.845212,iid,0.05,2,0.162017,0.023243
BA(k=2),12,4,1,0.845212,iid,0.05,3,0.178545,0.010319
BA(k=2),12,4,1,0.845212,iid,0.05,4,0.170383,0.018307
BA(k=2),12,4,1,0.845212,iid,0.05,5,0.036532,0.014965
BA(k=2),12,4,1,0.845212,iid,0.1,1,0.178545,0.022019
BA(k=2),12,4,1,0.845212,iid,0.1,2,0.178545,0.010319
BA(k=2),12,4,1,0.845212,iid,0.1,3,0.178545,0.0118
BA(k=2),12,4,1,0.845212,iid,0.1,4,0.178545,0.003278
BA(k=2),12,4,1,0.845212,iid,0.1,5,0.141087,0.013991
BA(k=2),12,4,1,0.845212,iid,0.2,1,0.163582,0.017534
BA(k=2),12,4,1,0.845212,iid,0.2,2,0.178545,0.004496
BA(k=2),12,4,1,0.845212,iid,0.2,3,0.301289,0.04748
BA(k=2),12,4,1,0.845212,iid,0.2,4,0.178545,0.011114
BA(k=2),12,4,1,0.845212,iid,0.2,5,0.24515,0.010319
BA(k=2),12,4,1,0.845212,iid,0.4,1,0.178545,0.001199
BA(k=2),12,4,1,0.845212,iid,0.4,2,0.153816,0.04529
BA(k=2),12,4,1,0.845212,iid,0.4,3,0.178545,0.029065
BA(k=2),12,4,1,0.845212,iid,0.4,4,0.162017,0.019676
BA(k=2),12,4,1,0.845212,iid,0.4,5,0.228256,0.024328
BA(k=2),12,4,1,0.845212,iid,0.8,1,0.178545,0.098379
BA(k=2),12,4,1,0.845212,iid,0.8,2,0.255802,0.019676
BA(k=2),12,4,1,0.845212,iid,0.8,3,0.185308,0.147388
BA(k=2),12,4,1,0.845212,iid,0.8,4,0.183195,0.065789
BA(k=2),12,4,1,0.845212,iid,0.8,5,0.178545,0.04097
BA(k=2),12,4,3,0.932323,exact,0.0,0,0.067426,0.013079
BA(k=2),12,4,3,0.932323,samp10,0.0,1,0.019559,0.005538
BA(k=2),12,4,3,0.932323,iid,0.05,1,0.275411,0.005538
BA(k=2),12,4,3,0.932323,iid,0.05,2,0.250816,0.006109
BA(k=2),12,4,3,0.932323,iid,0.05,3,0.268405,0.013357
BA(k=2),12,4,3,0.932323,iid,0.05,4,0.257271,0.027173
BA(k=2),12,4,3,0.932323,iid,0.05,5,0.051429,0.023234
BA(k=2),12,4,3,0.932323,iid,0.1,1,0.319352,0.023234
BA(k=2),12,4,3,0.932323,iid,0.1,2,0.364903,0.03528
BA(k=2),12,4,3,0.932323,iid,0.1,3,0.296186,0.019959
BA(k=2),12,4,3,0.932323,iid,0.1,4,0.268405,0.013995
BA(k=2),12,4,3,0.932323,iid,0.1,5,0.256466,0.022855
BA(k=2),12,4,3,0.932323,iid,0.2,1,0.34101,0.021126
BA(k=2),12,4,3,0.932323,iid,0.2,2,0.365277,0.013995
BA(k=2),12,4,3,0.932323,iid,0.2,3,0.302302,0.048645
BA(k=2),12,4,3,0.932323,iid,0.2,4,0.284408,0.051576
BA(k=2),12,4,3,0.932323,iid,0.2,5,0.251039,0.074157
BA(k=2),12,4,3,0.932323,iid,0.4,1,0.27624,0.019063
BA(k=2),12,4,3,0.932323,iid,0.4,2,0.2526,0.029703
BA(k=2),12,4,3,0.932323,iid,0.4,3,0.283303,0.112953
BA(k=2),12,4,3,0.932323,iid,0.4,4,0.259656,0.085841
BA(k=2),12,4,3,0.932323,iid,0.4,5,0.335621,0.026375
BA(k=2),12,4,3,0.932323,iid,0.8,1,0.235164,0.110869
BA(k=2),12,4,3,0.932323,iid,0.8,2,0.339062,0.013807
BA(k=2),12,4,3,0.932323,iid,0.8,3,0.235831,0.09386
BA(k=2),12,4,3,0.932323,iid,0.8,4,0.321334,0.057071
BA(k=2),12,4,3,0.932323,iid,0.8,5,0.326613,0.074988
BA(k=2),12,5,1,0.754022,exact,0.0,0,0.026818,0.029157
BA(k=2),12,5,1,0.754022,samp10,0.0,1,0.026818,0.029157
BA(k=2),12,5,1,0.754022,iid,0.05,1,0.165786,0.019126
BA(k=2),12,5,1,0.754022,iid,0.05,2,0.165786,0.024101
BA(k=2),12,5,1,0.754022,iid,0.05,3,0.165786,0.024101
BA(k=2),12,5,1,0.754022,iid,0.05,4,0.102957,0.010313
BA(k=2),12,5,1,0.754022,iid,0.05,5,0.104237,0.035172
BA(k=2),12,5,1,0.754022,iid,0.1,1,0.165786,0.022434
BA(k=2),12,5,1,0.754022,iid,0.1,2,0.165786,0.010313
BA(k=2),12,5,1,0.754022,iid,0.1,3,0.152739,0.006711
BA(k=2),12,5,1,0.754022,iid,0.1,4,0.165786,0.014508
BA(k=2),12,5,1,0.754022,iid,0.1,5,0.215815,0.027446
BA(k=2),12,5,1,0.754022,iid,0.2,1,0.165786,0.017387
BA(k=2),12,5,1,0.754022,iid,0.2,2,0.151867,0.017387
BA(k=2),12,5,1,0.754022,iid,0.2,3,0.165786,0.045451
BA(k=2),12,5,1,0.754022,iid,0.2,4,0.165786,0.017387
BA(k=2),12,5,1,0.754022,iid,0.2,5,0.166886,0.010313
BA(k=2),12,5,1,0.754022,iid,0.4,1,0.204104,0.062236
BA(k=2),12,5,1,0.754022,iid,0.4,2,0.16205,0.078641
BA(k=2),12,5,1,0.754022,iid,0.4,3,0.170483,0.04501
BA(k=2),12,5,1,0.754022,iid,0.4,4,0.154094,0.099503
BA(k=2),12,5,1,0.754022,iid,0.4,5,0.165786,0.076837
BA(k=2),12,5,1,0.754022,iid,0.8,1,0.187259,0.165786
BA(k=2),12,5,1,0.754022,iid,0.8,2,0.175485,0.112936
BA(k=2),12,5,1,0.754022,iid,0.8,3,0.186263,0.165786
BA(k=2),12,5,1,0.754022,iid,0.8,4,0.182811,0.059533
BA(k=2),12,5,1,0.754022,iid,0.8,5,0.169798,0.165786
BA(k=2),12,5,3,0.865165,exact,0.0,0,0.084229,0.026827
BA(k=2),12,5,3,0.865165,samp10,0.0,1,0.048669,0.013701
BA(k=2),12,5,3,0.865165,iid,0.05,1,0.110348,0.058869
BA(k=2),12,5,3,0.865165,iid,0.05,2,0.251935,0.02349
BA(k=2),12,5,3,0.865165,iid,0.05,3,0.27903,0.048285
BA(k=2),12,5,3,0.865165,iid,0.05,4,0.244124,0.01859
BA(k=2),12,5,3,0.865165,iid,0.05,5,0.267467,0.01859
BA(k=2),12,5,3,0.865165,iid,0.1,1,0.269275,0.003093
BA(k=2),12,5,3,0.865165,iid,0.1,2,0.288351,0.030323
BA(k=2),12,5,3,0.865165,iid,0.1,3,0.252632,0.030087
BA(k=2),12,5,3,0.865165,iid,0.1,4,0.268698,0.017534
BA(k=2),12,5,3,0.865165,iid,0.1,5,0.291268,0.013701
BA(k=2),12,5,3,0.865165,iid,0.2,1,0.247069,0.073953
BA(k=2),12,5,3,0.865165,iid,0.2,2,0.299464,0.087733
BA(k=2),12,5,3,0.865165,iid,0.2,3,0.298594,0.018482
BA(k=2),12,5,3,0.865165,iid,0.2,4,0.301578,0.124616
BA(k=2),12,5,3,0.865165,iid,0.2,5,0.351216,0.087589
BA(k=2),12,5,3,0.865165,iid,0.4,1,0.359002,0.04893
BA(k=2),12,5,3,0.865165,iid,0.4,2,0.296196,0.042004
BA(k=2),12,5,3,0.865165,iid,0.4,3,0.247925,0.075918
BA(k=2),12,5,3,0.865165,iid,0.4,4,0.274958,0.101907
BA(k=2),12,5,3,0.865165,iid,0.4,5,0.273588,0.06808
